track_name,artists,album_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,playlistname,source,domain,chart,region,date,position,title,artist,url,scraped_at
Eastside (with Halsey & Khalid),benny blanco;Halsey;Khalid,FRIENDS KEEP SECRETS,78,170769,False,0.632,0.686,6,-7.665,0,0.243,0.549,0.0,0.2,0.329,89.949,4,dance,"[nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2019-06-01,25,Eastside,"Benny Blanco, Halsey & Khalid",,2025-11-22T16:49:02.534815+00:00
Whiskey Glasses,Morgan Wallen,If I Know Me,81,234346,False,0.614,0.68,6,-4.58,1,0.0289,0.369,1.84e-06,0.115,0.707,149.959,4,country,[nan],billboard,billboard.com,hot-100,,2019-06-01,26,Whiskey Glasses,Morgan Wallen,,2025-11-22T16:49:02.534815+00:00
Con Calma,Daddy Yankee;Snow,pov: it's 2019,0,193226,False,0.737,0.86,8,-2.652,0,0.0594,0.11,1.94e-06,0.0574,0.656,93.989,4,hip-hop,"[nan, nan, nan, nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2019-06-01,27,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,,2025-11-22T16:49:02.534815+00:00
SICKO MODE,Travis Scott,ASTROWORLD,83,312820,True,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,4,hip-hop,"[nan, nan]",billboard,billboard.com,hot-100,,2019-06-01,32,Sicko Mode,Travis Scott,,2025-11-22T16:49:02.534815+00:00
Please Me,Cardi B;Bruno Mars,New RnB,0,200889,False,0.75,0.572,1,-6.689,1,0.0652,0.0556,0.0,0.0931,0.663,133.996,4,dance,"[nan, nan]",billboard,billboard.com,hot-100,,2019-06-01,33,Please Me,Cardi B & Bruno Mars,,2025-11-22T16:49:02.534815+00:00
Shallow,Lady Gaga;Bradley Cooper,A Star Is Born Soundtrack,84,215733,False,0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799,4,dance,[nan],billboard,billboard.com,hot-100,,2019-06-01,36,Shallow,Lady Gaga & Bradley Cooper,,2025-11-22T16:49:02.534815+00:00
Truth Hurts,Lizzo,Give You Love - Cozy Hits,1,173325,True,0.715,0.622,4,-3.046,0,0.111,0.11,0.0,0.123,0.407,158.088,4,hip-hop,"[nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2019-06-01,38,Truth Hurts,Lizzo,,2025-11-22T16:49:02.534815+00:00
Beautiful Crazy,Luke Combs,This One's for You Too (Deluxe Edition),80,193200,False,0.551,0.402,11,-7.431,1,0.0262,0.676,0.0,0.0928,0.382,103.313,4,country,[nan],billboard,billboard.com,hot-100,,2019-06-01,42,Beautiful Crazy,Luke Combs,,2025-11-22T16:49:02.534815+00:00
"Hey Look Ma, I Made It",Panic! At The Disco,Alternative Rock Mixtape,2,169666,False,0.577,0.834,5,-3.337,1,0.0689,0.0134,0.0,0.121,0.575,107.936,4,rock,[nan],billboard,billboard.com,hot-100,,2019-06-01,47,"Hey Look Ma, I Made It",Panic! At The Disco,,2025-11-22T16:49:02.534815+00:00
Here With Me,Marshmello;CHVRCHES,Here With Me,75,156346,False,0.791,0.565,5,-3.933,0,0.0439,0.0623,0.0,0.156,0.181,99.961,4,dance,"[nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2019-06-01,48,Here With Me,Marshmello Featuring Chvrches,,2025-11-22T16:49:02.534815+00:00
bury a friend,Billie Eilish,Halloween Songs | Witches Hour,5,193143,False,0.887,0.388,8,-14.505,1,0.349,0.739,0.143,0.106,0.205,120.035,4,electro,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2019-06-01,55,Bury A Friend,Billie Eilish,,2025-11-22T16:49:02.534815+00:00
Clout,Offset;Cardi B,GANG GANG - HIP HOP & RAP,3,205803,True,0.919,0.622,1,-7.384,1,0.0997,0.23,4.24e-06,0.122,0.423,140.022,4,hip-hop,[nan],billboard,billboard.com,hot-100,,2019-06-01,56,Clout,Offset Featuring Cardi B,,2025-11-22T16:49:02.534815+00:00
Boy With Luv (Feat. Halsey),BTS;Halsey,MAP OF THE SOUL : 7,70,229773,False,0.645,0.862,11,-4.761,0,0.0845,0.0933,0.0,0.193,0.803,119.947,4,k-pop,"[nan, nan]",billboard,billboard.com,hot-100,,2019-06-01,71,Boy With Luv,BTS Featuring Halsey,,2025-11-22T16:49:02.534815+00:00
Who Do You Love,The Chainsmokers;5 Seconds of Summer,World War Joy,72,226733,True,0.51,0.846,3,-4.595,1,0.0461,0.0101,0.0,0.208,0.475,139.927,4,dance,"[nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2019-06-01,73,Who Do You Love,The Chainsmokers Featuring 5 Seconds of Summer,,2025-11-22T16:49:02.534815+00:00
Earth,Lil Dicky,Earth,40,281500,True,0.694,0.664,2,-4.649,1,0.05,0.639,0.0,0.0929,0.676,95.941,4,comedy,[nan],billboard,billboard.com,hot-100,,2019-06-01,78,Earth,Lil Dicky,,2025-11-22T16:49:02.534815+00:00
Don't Call Me Up,Mabel,Ivy To Roses (Mixtape),77,178480,False,0.674,0.881,9,-2.853,1,0.147,0.296,3.01e-06,0.0793,0.234,98.994,4,edm,"[nan, nan, nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2019-06-01,79,Don't Call Me Up,Mabel,,2025-11-22T16:49:02.534815+00:00
Someone You Loved,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,87,182160,False,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,4,pop,[nan],billboard,billboard.com,hot-100,,2019-06-01,80,Someone You Loved,Lewis Capaldi,,2025-11-22T16:49:02.534815+00:00
What If I Never Get Over You,Lady A,Ocean,64,206597,False,0.576,0.724,0,-5.147,1,0.0274,0.016,0.0,0.107,0.34,93.029,4,country,[nan],billboard,billboard.com,hot-100,,2019-06-01,86,What If I Never Get Over You,Lady Antebellum,,2025-11-22T16:49:02.534815+00:00
Night Shift,One True God;MASTERIA,Night Shift,51,230625,False,0.751,0.964,2,-3.039,1,0.0478,0.266,0.62,0.0682,0.417,127.991,4,club,[nan],billboard,billboard.com,hot-100,,2019-06-01,90,Night Shift,Jon Pardi,,2025-11-22T16:49:02.534815+00:00
On My Way to You,Cody Johnson,Single Saturday Night - Country Songs,0,213306,False,0.445,0.537,1,-5.477,1,0.0311,0.331,5e-05,0.0866,0.246,157.98,4,country,[nan],billboard,billboard.com,hot-100,,2019-06-01,95,On My Way To You,Cody Johnson,,2025-11-22T16:49:02.534815+00:00
Calma,Gerson Rufino,Bachata (Edição Histórica),38,198020,False,0.822,0.809,5,-3.703,1,0.0341,0.267,0.0,0.126,0.682,124.001,4,gospel,[nan],billboard,billboard.com,hot-100,,2019-06-01,96,Calma,Pedro Capo X Farruko,,2025-11-22T16:49:02.534815+00:00
ROCKSTAR,DaBaby;Roddy Ricch,Drippy Drippy,1,181733,True,0.746,0.69,11,-7.956,1,0.164,0.247,0.0,0.101,0.497,89.979,4,hip-hop,"[nan, nan]",billboard,billboard.com,hot-100,,2020-06-06,3,Rockstar,DaBaby Featuring Roddy Ricch,,2025-11-22T16:50:54.449032+00:00
Blinding Lights,The Weeknd,After Hours,91,200040,False,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,4,pop,"[nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2020-06-06,4,Blinding Lights,The Weeknd,,2025-11-22T16:50:54.449032+00:00
Say So,Doja Cat,Hot Pink,79,237893,True,0.787,0.673,11,-4.583,0,0.159,0.264,3.35e-06,0.0904,0.779,110.962,4,dance,[nan],billboard,billboard.com,hot-100,,2020-06-06,5,Say So,Doja Cat Featuring Nicki Minaj,,2025-11-22T16:50:54.449032+00:00
Don't Start Now,Dua Lipa,Future Nostalgia,81,183290,False,0.793,0.793,11,-4.521,0,0.083,0.0123,0.0,0.0951,0.679,123.95,4,dance,"[nan, nan]",billboard,billboard.com,hot-100,,2020-06-06,7,Don't Start Now,Dua Lipa,,2025-11-22T16:50:54.449032+00:00
Intentions,Justin Bieber;Quavo,pov: it's 2020,0,212868,False,0.813,0.554,9,-6.631,1,0.0544,0.315,0.0,0.105,0.86,148.011,4,pop,[nan],billboard,billboard.com,hot-100,,2020-06-06,9,Intentions,Justin Bieber Featuring Quavo,,2025-11-22T16:50:54.449032+00:00
The Bones,Maren Morris,GIRL,75,197293,False,0.612,0.57,11,-6.642,0,0.0347,0.278,0.0,0.0963,0.334,77.004,4,country,[nan],billboard,billboard.com,hot-100,,2020-06-06,13,The Bones,Maren Morris,,2025-11-22T16:50:54.449032+00:00
Roses,SAINt JHN,Collection One,62,173610,True,0.782,0.5,5,-6.473,0,0.0611,0.342,1.88e-05,0.133,0.28,102.008,4,house,[nan],billboard,billboard.com,hot-100,,2020-06-06,14,Roses,Saint Jhn,,2025-11-22T16:50:54.449032+00:00
Stuck with U (with Justin Bieber),Ariana Grande;Justin Bieber,Stuck with U,83,228482,False,0.597,0.45,8,-6.658,1,0.0418,0.223,0.0,0.382,0.537,178.765,3,dance,"[nan, nan]",billboard,billboard.com,hot-100,,2020-06-06,15,Stuck With U,Ariana Grande & Justin Bieber,,2025-11-22T16:50:54.449032+00:00
Falling,Trevor Daniel,Nicotine,79,159381,False,0.785,0.431,10,-8.756,0,0.0364,0.123,0.0,0.0887,0.236,127.085,4,pop,[nan],billboard,billboard.com,hot-100,,2020-06-06,21,Falling,Trevor Daniel,,2025-11-22T16:50:54.449032+00:00
GOOBA,6ix9ine,TattleTales,71,132303,True,0.611,0.688,1,-5.688,1,0.341,0.0264,0.0,0.251,0.393,178.462,4,emo,[nan],billboard,billboard.com,hot-100,,2020-06-06,22,Gooba,6ix9ine,,2025-11-22T16:50:54.449032+00:00
Sunday Best,Surfaces,Where the Light Is,77,158571,False,0.878,0.525,5,-6.832,1,0.0578,0.183,0.0,0.0714,0.694,112.022,4,soul,"[nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2020-06-06,24,Sunday Best,Surfaces,,2025-11-22T16:50:54.449032+00:00
death bed (coffee for your head),Powfu;beabadoobee,death bed (coffee for your head),83,173333,False,0.726,0.431,8,-8.765,0,0.135,0.731,0.0,0.696,0.348,144.026,4,sad,"[nan, nan]",billboard,billboard.com,hot-100,,2020-06-06,26,Death Bed,Powfu Featuring beabadoobee,,2025-11-22T16:50:54.449032+00:00
Nobody But You (Duet with Gwen Stefani),Blake Shelton;Gwen Stefani,Fully Loaded: God's Country,66,194866,False,0.463,0.653,0,-5.515,1,0.0273,0.111,0.000136,0.172,0.233,143.912,4,country,[nan],billboard,billboard.com,hot-100,,2020-06-06,28,Nobody But You,Blake Shelton Duet With Gwen Stefani,,2025-11-22T16:50:54.449032+00:00
My Oh My (feat. DaBaby),Camila Cabello;DaBaby,Romance,76,170746,False,0.724,0.491,8,-6.024,1,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,4,dance,[nan],billboard,billboard.com,hot-100,,2020-06-06,31,My Oh My,Camila Cabello Featuring DaBaby,,2025-11-22T16:50:54.449032+00:00
After A Few,Travis Denning,Tailgate Country,0,214040,False,0.619,0.855,10,-4.356,0,0.0346,0.0155,0.0,0.162,0.656,107.004,4,country,[nan],billboard,billboard.com,hot-100,,2020-06-06,33,After A Few,Travis Denning,,2025-11-22T16:50:54.449032+00:00
Break My Heart,Dua Lipa,Future Nostalgia,78,221820,False,0.73,0.729,4,-3.434,0,0.0884,0.167,1.39e-06,0.349,0.467,113.011,4,dance,[nan],billboard,billboard.com,hot-100,,2020-06-06,34,Break My Heart,Dua Lipa,,2025-11-22T16:50:54.449032+00:00
everything i wanted,Billie Eilish,everything i wanted,86,245425,False,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,4,electro,[nan],billboard,billboard.com,hot-100,,2020-06-06,35,Everything I Wanted,Billie Eilish,,2025-11-22T16:50:54.449032+00:00
Memories,Maroon 5,JORDI (Deluxe),85,189486,False,0.775,0.327,11,-7.241,1,0.0557,0.841,0.0,0.0821,0.595,91.05,4,pop,[nan],billboard,billboard.com,hot-100,,2020-06-06,36,Memories,Maroon 5,,2025-11-22T16:50:54.449032+00:00
Be Kind,Marshmello;Halsey,Manic,51,172871,False,0.633,0.633,4,-7.085,1,0.0442,0.00772,0.0,0.0523,0.452,94.015,4,progressive-house,[nan],billboard,billboard.com,hot-100,,2020-06-06,39,Be Kind,Marshmello & Halsey,,2025-11-22T16:50:54.449032+00:00
hot girl bummer,blackbear,everything means nothing,80,188343,True,0.782,0.559,6,-7.106,0,0.0767,0.125,0.0,0.385,0.685,129.992,1,electro,"[nan, nan]",billboard,billboard.com,hot-100,,2020-06-06,43,Hot Girl Bummer,Blackbear,,2025-11-22T16:50:54.449032+00:00
Watermelon Sugar,Harry Styles,Fine Line,89,174000,False,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,4,pop,[nan],billboard,billboard.com,hot-100,,2020-06-06,45,Watermelon Sugar,Harry Styles,,2025-11-22T16:50:54.449032+00:00
Dance Monkey,Roses & Frey,Dance Monkey,51,197850,False,0.541,0.192,0,-13.995,0,0.0282,0.893,0.0,0.193,0.317,139.938,4,acoustic,[nan],billboard,billboard.com,hot-100,,2020-06-06,48,Dance Monkey,Tones And I,,2025-11-22T16:50:54.449032+00:00
Emotionally Scarred,Lil Baby,Drippy Drippy,2,197529,True,0.585,0.641,6,-4.269,0,0.133,0.0286,0.0,0.316,0.266,88.284,4,hip-hop,[nan],billboard,billboard.com,hot-100,,2020-06-06,54,Emotionally Scarred,Lil Baby,,2025-11-22T16:50:54.449032+00:00
I Love My Country,Florida Georgia Line,Country USA,0,185466,False,0.525,0.94,4,-3.546,1,0.065,0.0283,0.0,0.236,0.636,140.093,4,country,"[nan, nan]",billboard,billboard.com,hot-100,,2020-06-06,64,I Love My Country,Florida Georgia Line,,2025-11-22T16:50:54.449032+00:00
Yo Perreo Sola,Bad Bunny,YHLQMDLG,79,172127,False,0.86,0.758,11,-5.16,1,0.0695,0.021,6.54e-05,0.344,0.453,97.014,4,latino,"[nan, nan]",billboard,billboard.com,hot-100,,2020-06-06,68,Yo Perreo Sola,Bad Bunny,,2025-11-22T16:50:54.449032+00:00
Ride It,Regard,Ride It,81,157605,False,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,4,edm,"[nan, nan, nan]",billboard,billboard.com,hot-100,,2020-06-06,75,Ride It.,Regard,,2025-11-22T16:50:54.449032+00:00
Godzilla (feat. Juice WRLD),Eminem;Juice WRLD,Music To Be Murdered By,83,210800,True,0.808,0.745,10,-5.26,0,0.342,0.145,0.0,0.292,0.829,165.995,4,hip-hop,[nan],billboard,billboard.com,hot-100,,2020-06-06,88,Godzilla,Eminem Featuring Juice WRLD,,2025-11-22T16:50:54.449032+00:00
All In,Lil Baby,Bad Boy Club,0,156032,True,0.836,0.649,11,-6.442,1,0.332,0.0716,0.0,0.0943,0.294,95.084,4,hip-hop,[nan],billboard,billboard.com,hot-100,,2020-06-06,99,All In,Lil Baby,,2025-11-22T16:50:54.449032+00:00
ily (i love you baby),Surf Mesa;Emilee,pov: it's 2020,0,181071,False,0.667,0.799,11,-7.318,0,0.0812,0.0589,0.0119,0.362,0.288,112.054,4,house,"[nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2020-06-06,100,ily,Surf Mesa Featuring Emilee,,2025-11-22T16:50:54.449032+00:00
Lover,Taylor Swift,Autumn Vibes 2022,0,221306,False,0.359,0.543,7,-7.582,1,0.0915,0.492,1.57e-05,0.118,0.453,68.505,4,pop,"[nan, nan]",billboard,billboard.com,billboard-200,,2025-11-08,63,Lover,Taylor Swift,,2025-11-10T11:31:16.010845+00:00
Graduation,George Winston,Plains,24,107946,False,0.363,0.0928,1,-18.296,1,0.052,0.973,0.915,0.113,0.0791,128.407,4,new-age,[nan],billboard,billboard.com,billboard-200,,2025-11-08,78,Graduation,Kanye West,,2025-11-10T11:31:16.010845+00:00
Starboy,The Weeknd;Daft Punk,Starboy,90,230453,True,0.679,0.587,7,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.003,4,pop,"[nan, nan, nan]",billboard,billboard.com,billboard-200,,2025-11-08,84,Starboy,The Weeknd,,2025-11-10T11:31:16.010845+00:00
After Hours,The Weeknd,Halloween Party 2022,0,361946,False,0.651,0.567,5,-5.941,0,0.0317,0.0934,0.00991,0.124,0.138,108.953,4,pop,[nan],billboard,billboard.com,billboard-200,,2025-11-08,101,After Hours,The Weeknd,,2025-11-10T11:31:16.010845+00:00
Born To Die,Lana Del Rey,Halloween & Alternative,6,286253,False,0.206,0.636,4,-6.591,0,0.0418,0.211,0.000118,0.217,0.394,77.797,4,pop,['lana'],billboard,billboard.com,billboard-200,,2025-11-08,124,Born To Die,Lana Del Rey,,2025-11-10T11:31:16.010845+00:00
Toxicity,System Of A Down,Toxicity,81,218933,False,0.413,0.873,8,-4.151,1,0.0536,0.000264,0.00249,0.204,0.48,116.68,3,alternative,"[nan, nan]",billboard,billboard.com,billboard-200,,2025-11-08,151,Toxicity,System of a Down,,2025-11-10T11:31:16.010845+00:00
Genesis,E-Force;Luna,Genesis,24,154776,False,0.553,0.972,7,-2.65,1,0.0579,0.0227,8.7e-06,0.331,0.494,155.006,4,hardstyle,[nan],billboard,billboard.com,billboard-200,,2025-11-08,169,Genesis,Peso Pluma,,2025-11-10T11:31:16.010845+00:00
Higher,Lea Salonga,Allegiance (Original Broadway Cast Recording),21,223280,False,0.281,0.399,10,-10.383,1,0.0459,0.916,0.0249,0.153,0.333,182.425,4,show-tunes,[nan],billboard,billboard.com,billboard-200,,2025-11-08,190,Higher,Chris Stapleton,,2025-11-10T11:31:16.010845+00:00
The Twist,Chubby Checker,Dancin' Party: The Chubby Checker Collection (1960-1966),62,155040,False,0.571,0.618,4,-5.682,1,0.0371,0.18,2.69e-06,0.178,0.852,156.892,4,rock-n-roll,"[nan, nan]",official_site,billboard.com,Greatest of All Time Hot 100 Singles,US,,2,The Twist,Chubby Checker,,2025-11-22T13:42:37.507466+00:00
Smooth (feat. Rob Thomas),Santana;Rob Thomas,Supernatural (Remastered),69,294986,False,0.609,0.923,9,-3.908,1,0.0338,0.16,4.73e-06,0.295,0.961,115.996,4,blues,"[nan, nan]",official_site,billboard.com,Greatest of All Time Hot 100 Singles,US,,3,Smooth,Santana Featuring Rob Thomas,,2025-11-22T13:42:37.507466+00:00
Mack the Knife,Bobby Darin,That's All,62,184333,False,0.549,0.529,3,-12.291,0,0.108,0.76,0.0,0.206,0.464,82.755,4,rockabilly,[nan],official_site,billboard.com,Greatest of All Time Hot 100 Singles,US,,4,Mack The Knife,Bobby Darin,,2025-11-22T13:42:37.507466+00:00
How Do I Live,LeAnn Rimes,Greatest Hits,69,266973,False,0.577,0.462,2,-7.989,1,0.0279,0.128,0.0,0.0822,0.258,128.303,4,country,[nan],official_site,billboard.com,Greatest of All Time Hot 100 Singles,US,,6,How Do I Live,LeAnn Rimes,,2025-11-22T13:42:37.507466+00:00
Hey Jude,The Beatles,Love,66,238854,False,0.462,0.632,5,-7.438,1,0.0248,0.091,0.0,0.397,0.585,74.268,4,british,"[nan, nan]",official_site,billboard.com,Greatest of All Time Hot 100 Singles,US,,13,Hey Jude,The Beatles,,2025-11-22T13:42:37.507466+00:00
Endless Love,Lionel Richie;Diana Ross,Back To Front,71,266800,False,0.483,0.268,10,-11.809,1,0.0257,0.866,0.0163,0.145,0.182,93.47,4,disco,[nan],official_site,billboard.com,Greatest of All Time Hot 100 Singles,US,,20,Endless Love,Diana Ross & Lionel Richie,,2025-11-22T13:42:37.507466+00:00
(Everything I Do) I Do It For You,Bryan Adams,90's Music Grandi Successi,2,394133,False,0.526,0.365,1,-12.605,1,0.028,0.0775,1.37e-05,0.0618,0.254,131.251,4,rock,"[nan, nan, nan, nan, nan, nan]",official_site,billboard.com,Greatest of All Time Hot 100 Singles,US,,23,(Everything I Do) I Do It For You,Bryan Adams,,2025-11-22T13:42:37.507466+00:00
I'll Make Love To You,Boyz II Men,Los Clásicos del Pop 90s,2,245786,False,0.562,0.512,2,-6.443,1,0.0239,0.109,0.0,0.065,0.189,142.4,3,r-n-b,"[nan, nan]",official_site,billboard.com,Greatest of All Time Hot 100 Singles,US,,24,I'Ll Make Love To You,Boyz II Men,,2025-11-22T13:42:37.507466+00:00
How Deep Is Your Love,Bee Gees,Greatest,74,245200,False,0.633,0.357,5,-9.366,0,0.0264,0.105,0.0,0.133,0.674,104.938,4,disco,[nan],official_site,billboard.com,Greatest of All Time Hot 100 Singles,US,,27,How Deep Is Your Love,Bee Gees,,2025-11-22T13:42:37.507466+00:00
Eye of the Tiger,Survivor,Rocky IV,77,245640,False,0.817,0.599,0,-9.249,0,0.0328,0.132,0.000311,0.0873,0.548,108.873,4,rock,"['Eye of the Tiger 2', 'Eye of the Tiger 2']",official_site,billboard.com,Greatest of All Time Hot 100 Singles,US,,28,Eye Of The Tiger,Survivor,,2025-11-22T13:42:37.507466+00:00
Low,Flo Rida;T-Pain,Pop Station,0,231400,False,0.918,0.609,10,-5.64,0,0.0787,0.0914,0.0,0.139,0.305,128.007,4,dance,[nan],official_site,billboard.com,Greatest of All Time Hot 100 Singles,US,,31,Low,Flo Rida Featuring T-Pain,,2025-11-22T13:42:37.507466+00:00
Every Breath You Take,The Police,Synchronicity (Remastered 2003),86,253920,False,0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0714,0.74,117.401,4,rock,['Leos trumlåtar'],official_site,billboard.com,Greatest of All Time Hot 100 Singles,US,,35,Every Breath You Take,The Police,,2025-11-22T13:42:37.507466+00:00
How You Remind Me,Nickelback,Silver Side Up,80,223840,False,0.446,0.764,10,-5.042,1,0.033,0.00135,0.0,0.099,0.543,172.094,4,alt-rock,"[nan, nan, nan, nan]",official_site,billboard.com,Greatest of All Time Hot 100 Singles,US,,51,How You Remind Me,Nickelback,,2025-11-22T13:42:37.507466+00:00
I Want To Hold Your Hand,The Beatles,Love,46,82397,False,0.287,0.753,7,-7.587,1,0.0387,0.0652,0.0,0.288,0.882,130.637,4,british,"[nan, nan]",official_site,billboard.com,Greatest of All Time Hot 100 Singles,US,,54,I Want To Hold Your Hand,The Beatles,,2025-11-22T13:42:37.507466+00:00
No One,Alicia Keys,As I Am (Expanded Edition),78,253813,False,0.644,0.549,1,-5.415,0,0.0285,0.0209,8.85e-06,0.134,0.167,90.04,4,soul,[nan],official_site,billboard.com,Greatest of All Time Hot 100 Singles,US,,59,No One,Alicia Keys,,2025-11-22T13:42:37.507466+00:00
End Of The Road,Boyz II Men,Cooleyhighharmony (Bonus Tracks Version),71,351466,False,0.64,0.427,5,-9.29,0,0.0241,0.0664,0.0,0.0579,0.529,149.703,3,r-n-b,[nan],official_site,billboard.com,Greatest of All Time Hot 100 Singles,US,,61,End Of The Road,Boyz II Men,,2025-11-22T13:42:37.507466+00:00
Call Me,Blondie,Atomic/Atomix,73,212600,False,0.56,0.825,2,-6.711,0,0.0347,0.000785,0.00246,0.0892,0.74,142.669,4,power-pop,"['Blondie ', 'Blondie ', 'Blondie ', 'Blondie ', 'Bangles: Manic Monday', 'Bangles: Manic Monday', 'Bangles: Manic Monday', 'Bangles: Manic Monday']",official_site,billboard.com,Greatest of All Time Hot 100 Singles,US,,64,Call Me,Blondie,,2025-11-22T13:42:37.507466+00:00
Stayin Alive,Bee Gees,How Can You Mend A Broken Heart,80,285373,False,0.702,0.773,10,-9.256,0,0.0343,0.0288,0.00871,0.147,0.953,103.564,4,disco,"[nan, nan]",official_site,billboard.com,Greatest of All Time Hot 100 Singles,US,,66,Stayin' Alive,Bee Gees,,2025-11-22T13:42:37.507466+00:00
I'm a Believer,The Monkees,The Best of The Monkees,57,165613,False,0.502,0.772,0,-6.205,1,0.0322,0.595,2.47e-06,0.199,0.935,79.463,4,psych-rock,[nan],official_site,billboard.com,Greatest of All Time Hot 100 Singles,US,,69,I'm A Believer,The Monkees,,2025-11-22T13:42:37.507466+00:00
The Sign,The Baseballs,Hit Me Baby...,29,174760,False,0.577,0.895,7,-2.842,0,0.0334,0.00793,0.000204,0.311,0.927,109.992,4,rockabilly,[nan],official_site,billboard.com,Greatest of All Time Hot 100 Singles,US,,72,The Sign,Ace of Base,,2025-11-22T13:42:37.507466+00:00
Centerfold,The J. Geils Band,Freeze Frame,74,216533,False,0.653,0.677,0,-12.244,1,0.0396,0.249,0.0,0.403,0.888,114.37,4,blues,"[nan, nan]",official_site,billboard.com,Greatest of All Time Hot 100 Singles,US,,73,Centerfold,The J. Geils Band,,2025-11-22T13:42:37.507466+00:00
The Boy Is Mine,Brandy;Monica,Gourmet Soul,0,239683,False,0.659,0.726,1,-6.013,0,0.0415,0.308,1.31e-05,0.139,0.709,93.044,4,soul,[nan],official_site,billboard.com,Greatest of All Time Hot 100 Singles,US,,78,The Boy Is Mine,Brandy & Monica,,2025-11-22T13:42:37.507466+00:00
Because I Love You,Shakin' Stevens,Let's Boogie,50,197826,False,0.577,0.49,11,-7.262,1,0.0248,0.328,5.99e-05,0.14,0.422,102.048,4,rock-n-roll,"[nan, nan]",official_site,billboard.com,Greatest of All Time Hot 100 Singles,US,,79,Because I Love You (The Postman Song),Stevie B,,2025-11-22T13:42:37.507466+00:00
I Love Rock 'N Roll,Joan Jett & the Blackhearts,I Love Rock 'N' Roll (Expanded Edition),77,175173,False,0.535,0.716,4,-5.025,1,0.0431,0.326,0.0,0.659,0.901,94.379,4,punk-rock,"[nan, nan]",official_site,billboard.com,Greatest of All Time Hot 100 Singles,US,,80,I Love Rock 'N Roll,Joan Jett & The Blackhearts,,2025-11-22T13:42:37.507466+00:00
Upside Down,Diana Ross,Disco Boogie Mood,2,243493,False,0.883,0.923,0,-6.102,1,0.0757,0.145,0.0396,0.0407,0.896,108.189,4,disco,"[nan, nan, nan]",official_site,billboard.com,Greatest of All Time Hot 100 Singles,US,,89,Upside Down,Diana Ross,,2025-11-22T13:42:37.507466+00:00
Sugar Sugar,The Archies,Everything's Archie,69,167213,False,0.757,0.725,2,-7.259,1,0.0275,0.399,0.0,0.108,0.965,122.439,4,r-n-b,"[nan, nan]",official_site,billboard.com,Greatest of All Time Hot 100 Singles,US,,90,"Sugar, Sugar",The Archies,,2025-11-22T13:42:37.507466+00:00
You're Still The One,Shania Twain,Los Clásicos del Pop 90s,3,212560,False,0.558,0.54,3,-7.2,1,0.0305,0.501,0.0,0.252,0.654,133.774,4,country,"[nan, nan, nan, nan]",official_site,billboard.com,Greatest of All Time Hot 100 Singles,US,,94,You're Still The One,Shania Twain,,2025-11-22T13:42:37.507466+00:00
Hot Stuff,Donna Summer,Bad Girls,67,314760,False,0.823,0.743,0,-13.98,1,0.0316,0.00559,0.0306,0.0707,0.966,120.471,4,disco,[nan],official_site,billboard.com,Greatest of All Time Hot 100 Singles,US,,96,Hot Stuff,Donna Summer,,2025-11-22T13:42:37.507466+00:00
Gangsta's Paradise,Coolio;L.V.,Gangsta's Paradise,89,240693,False,0.647,0.514,8,-10.05,1,0.0593,0.0655,0.0,0.398,0.386,79.975,4,funk,"[nan, nan]",official_site,billboard.com,Greatest of All Time Hot 100 Singles,US,,98,Gangsta's Paradise,Coolio Featuring L.V.,,2025-11-22T13:42:37.507466+00:00
